0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
0.2295758141E-01  0.0000000000E+00  0.0000000000E+00
0.4591516281E-01  0.0000000000E+00  0.0000000000E+00
0.6887274422E-01  0.0000000000E+00  0.0000000000E+00
0.9183032563E-01  0.0000000000E+00  0.0000000000E+00
0.1147879070E+00  0.0000000000E+00  0.0000000000E+00
0.1377454884E+00  0.0000000000E+00  0.0000000000E+00
0.1607030698E+00  0.0000000000E+00  0.0000000000E+00
0.1836606513E+00  0.0000000000E+00  0.0000000000E+00
0.2066182327E+00  0.0000000000E+00  0.0000000000E+00
0.2295758141E+00  0.0000000000E+00  0.0000000000E+00
0.2525333955E+00  0.0000000000E+00  0.0000000000E+00
0.2754909769E+00  0.0000000000E+00  0.0000000000E+00
0.2984485583E+00  0.0000000000E+00  0.0000000000E+00
0.3214061397E+00  0.0000000000E+00  0.0000000000E+00
0.3443637211E+00  0.0000000000E+00  0.0000000000E+00
0.3673213025E+00  0.0000000000E+00  0.0000000000E+00
0.3902788839E+00  0.0000000000E+00  0.0000000000E+00
0.4132364653E+00  0.0000000000E+00  0.0000000000E+00
0.4361940467E+00  0.0000000000E+00  0.0000000000E+00
0.4591516281E+00  0.0000000000E+00  0.0000000000E+00
0.4821092095E+00  0.0000000000E+00  0.0000000000E+00
0.5050667909E+00  0.0000000000E+00  0.0000000000E+00
0.5280243723E+00  0.0000000000E+00  0.0000000000E+00
0.5509819538E+00  0.0000000000E+00  0.0000000000E+00
0.5739395352E+00  0.0000000000E+00  0.0000000000E+00
0.5968971166E+00  0.0000000000E+00  0.0000000000E+00
0.6198546980E+00  0.0000000000E+00  0.0000000000E+00
0.6428122794E+00  0.0000000000E+00  0.0000000000E+00
0.6657698608E+00  0.0000000000E+00  0.0000000000E+00
0.6887274422E+00  0.0000000000E+00  0.0000000000E+00
0.7116850236E+00  0.0000000000E+00  0.0000000000E+00
0.7346426050E+00  0.0000000000E+00  0.0000000000E+00
0.7576001864E+00  0.0000000000E+00  0.0000000000E+00
0.7805577678E+00  0.0000000000E+00  0.0000000000E+00
0.8035153492E+00  0.0000000000E+00  0.0000000000E+00
0.8264729306E+00  0.0000000000E+00  0.0000000000E+00
0.8494305120E+00  0.0000000000E+00  0.0000000000E+00
0.8723880934E+00  0.0000000000E+00  0.0000000000E+00
0.8953456748E+00  0.0000000000E+00  0.0000000000E+00
0.9183032563E+00  0.0000000000E+00  0.0000000000E+00
0.9412608377E+00  0.0000000000E+00  0.0000000000E+00
0.9642184191E+00  0.0000000000E+00  0.0000000000E+00
0.9871760005E+00  0.0000000000E+00  0.0000000000E+00
0.1010133582E+01  0.0000000000E+00  0.0000000000E+00
0.1033091163E+01  0.0000000000E+00  0.0000000000E+00
0.1056048745E+01  0.0000000000E+00  0.0000000000E+00
0.1079006326E+01  0.0000000000E+00  0.0000000000E+00
0.1101963908E+01  0.0000000000E+00  0.0000000000E+00
0.1124921489E+01  0.0000000000E+00  0.0000000000E+00
0.1147879070E+01  0.0000000000E+00  0.0000000000E+00
0.1170836652E+01  0.0000000000E+00  0.0000000000E+00
0.1193794233E+01  0.0000000000E+00  0.0000000000E+00
0.1216751815E+01  0.0000000000E+00  0.0000000000E+00
0.1239709396E+01  0.0000000000E+00  0.0000000000E+00
0.1262666977E+01  0.0000000000E+00  0.0000000000E+00
0.1285624559E+01  0.0000000000E+00  0.0000000000E+00
0.1308582140E+01  0.0000000000E+00  0.0000000000E+00
0.1331539722E+01  0.0000000000E+00  0.0000000000E+00
0.1354497303E+01  0.0000000000E+00  0.0000000000E+00
0.1377454884E+01  0.0000000000E+00  0.0000000000E+00
0.1400412466E+01  0.0000000000E+00  0.0000000000E+00
0.1423370047E+01  0.0000000000E+00  0.0000000000E+00
0.1446327629E+01  0.0000000000E+00  0.0000000000E+00
0.1469285210E+01  0.0000000000E+00  0.0000000000E+00
0.1492242791E+01  0.0000000000E+00  0.0000000000E+00
0.1515200373E+01  0.0000000000E+00  0.0000000000E+00
0.1538157954E+01  0.0000000000E+00  0.0000000000E+00
0.1561115536E+01  0.0000000000E+00  0.0000000000E+00
0.1584073117E+01  0.0000000000E+00  0.0000000000E+00
0.1607030698E+01  0.0000000000E+00  0.0000000000E+00
0.1629988280E+01  0.0000000000E+00  0.0000000000E+00
0.1652945861E+01  0.0000000000E+00  0.0000000000E+00
0.1675903443E+01  0.0000000000E+00  0.0000000000E+00
0.1698861024E+01  0.0000000000E+00  0.0000000000E+00
0.1721818605E+01  0.0000000000E+00  0.0000000000E+00
0.1744776187E+01  0.0000000000E+00  0.0000000000E+00
0.1767733768E+01  0.0000000000E+00  0.0000000000E+00
0.1790691350E+01  0.0000000000E+00  0.0000000000E+00
0.1813648931E+01  0.0000000000E+00  0.0000000000E+00
0.1836606513E+01  0.0000000000E+00  0.0000000000E+00
0.1859564094E+01  0.0000000000E+00  0.0000000000E+00
0.1882521675E+01  0.0000000000E+00  0.0000000000E+00
0.1905479257E+01  0.0000000000E+00  0.0000000000E+00
0.1928436838E+01  0.0000000000E+00  0.0000000000E+00
0.1951394420E+01  0.0000000000E+00  0.0000000000E+00
0.1974352001E+01  0.0000000000E+00  0.0000000000E+00
