0.0000000000E+00  0.1048856004E+01  0.2400000000E+00  0.0000000000E+00  0.0000000000E+00  0.1202812805E+00
0.1473050352E-01  0.1048856004E+01  0.2399980858E+00  -.2598962437E-03  0.2609918247E-04  0.1202795291E+00
0.2946100704E-01  0.1048856004E+01  0.2399923433E+00  -.5197707809E-03  0.1043921697E-03  0.1202742752E+00
0.4419151056E-01  0.1048856004E+01  0.2399827730E+00  -.7796019096E-03  0.2348652822E-03  0.1202655192E+00
0.5892201408E-01  0.1048856004E+01  0.2399693758E+00  -.1039367937E-02  0.4174957255E-03  0.1202532621E+00
0.7365251759E-01  0.1048856004E+01  0.2399521526E+00  -.1299047182E-02  0.6522515962E-03  0.1202375055E+00
0.8838302111E-01  0.1048856004E+01  0.2399311051E+00  -.1558617985E-02  0.9390918908E-03  0.1202182510E+00
0.1031135246E+00  0.1048856004E+01  0.2399062348E+00  -.1818058703E-02  0.1277966518E-02  0.1201955008E+00
0.1178440282E+00  0.1048856004E+01  0.2398775440E+00  -.2077347725E-02  0.1668816312E-02  0.1201692575E+00
0.1325745317E+00  0.1048856004E+01  0.2398450349E+00  -.2336463468E-02  0.2111573050E-02  0.1201395241E+00
0.1473050352E+00  0.1048856004E+01  0.2398087104E+00  -.2595384384E-02  0.2606159471E-02  0.1201063039E+00
0.1620355387E+00  0.1048856004E+01  0.2397685733E+00  -.2854088967E-02  0.3152489296E-02  0.1200696006E+00
0.1767660422E+00  0.1048856004E+01  0.2397246272E+00  -.3112555754E-02  0.3750467257E-02  0.1200294184E+00
0.1914965457E+00  0.1048856004E+01  0.2396768756E+00  -.3370763329E-02  0.4399989119E-02  0.1199857619E+00
0.2062270493E+00  0.1048856004E+01  0.2396253225E+00  -.3628690331E-02  0.5100941710E-02  0.1199386359E+00
0.2209575528E+00  0.1048856004E+01  0.2395699722E+00  -.3886315455E-02  0.5853202957E-02  0.1198880457E+00
0.2356880563E+00  0.1048856004E+01  0.2395108293E+00  -.4143617458E-02  0.6656641915E-02  0.1198339971E+00
0.2504185598E+00  0.1048856004E+01  0.2394478987E+00  -.4400575163E-02  0.7511118806E-02  0.1197764961E+00
0.2651490633E+00  0.1048856004E+01  0.2393811857E+00  -.4657167460E-02  0.8416485060E-02  0.1197155492E+00
0.2798795669E+00  0.1048856004E+01  0.2393106958E+00  -.4913373318E-02  0.9372583354E-02  0.1196511633E+00
0.2946100704E+00  0.1048856004E+01  0.2392364348E+00  -.5169171779E-02  0.1037924766E-01  0.1195833455E+00
0.3093405739E+00  0.1048856004E+01  0.2391584089E+00  -.5424541973E-02  0.1143630328E-01  0.1195121035E+00
0.3240710774E+00  0.1048856004E+01  0.2390766245E+00  -.5679463111E-02  0.1254356692E-01  0.1194374452E+00
0.3388015809E+00  0.1048856004E+01  0.2389910885E+00  -.5933914500E-02  0.1370084671E-01  0.1193593791E+00
0.3535320845E+00  0.1048856004E+01  0.2389018078E+00  -.6187875537E-02  0.1490794228E-01  0.1192779138E+00
0.3682625880E+00  0.1048856004E+01  0.2388087900E+00  -.6441325722E-02  0.1616464480E-01  0.1191930586E+00
0.3829930915E+00  0.1048856004E+01  0.2387120425E+00  -.6694244655E-02  0.1747073706E-01  0.1191048228E+00
0.3977235950E+00  0.1048856004E+01  0.2386115735E+00  -.6946612043E-02  0.1882599351E-01  0.1190132163E+00
0.4124540985E+00  0.1048856004E+01  0.2385073911E+00  -.7198407706E-02  0.2023018033E-01  0.1189182493E+00
0.4271846020E+00  0.1048856004E+01  0.2383995040E+00  -.7449611575E-02  0.2168305550E-01  0.1188199325E+00
0.4419151056E+00  0.1048856004E+01  0.2382879211E+00  -.7700203703E-02  0.2318436886E-01  0.1187182767E+00
0.4566456091E+00  0.1048856004E+01  0.2381726514E+00  -.7950164262E-02  0.2473386217E-01  0.1186132933E+00
0.4713761126E+00  0.1048856004E+01  0.2380537044E+00  -.8199473552E-02  0.2633126922E-01  0.1185049940E+00
0.4861066161E+00  0.1048856004E+01  0.2379310899E+00  -.8448112002E-02  0.2797631585E-01  0.1183933906E+00
0.5008371196E+00  0.1048856004E+01  0.2378048179E+00  -.8696060175E-02  0.2966872007E-01  0.1182784957E+00
0.5155676232E+00  0.1048856004E+01  0.2376748987E+00  -.8943298770E-02  0.3140819212E-01  0.1181603220E+00
0.5302981267E+00  0.1048856004E+01  0.2375413429E+00  -.9189808627E-02  0.3319443453E-01  0.1180388824E+00
0.5450286302E+00  0.1048856004E+01  0.2374041614E+00  -.9435570729E-02  0.3502714225E-01  0.1179141905E+00
0.5597591337E+00  0.1048856004E+01  0.2372633653E+00  -.9680566208E-02  0.3690600270E-01  0.1177862599E+00
0.5744896372E+00  0.1048856004E+01  0.2371189660E+00  -.9924776346E-02  0.3883069584E-01  0.1176551047E+00
0.5892201408E+00  0.1048856004E+01  0.2369709753E+00  -.1016818258E-01  0.4080089430E-01  0.1175207394E+00
0.6039506443E+00  0.1048856004E+01  0.2368194051E+00  -.1041076650E-01  0.4281626344E-01  0.1173831788E+00
0.6186811478E+00  0.1048856004E+01  0.2366642678E+00  -.1065250987E-01  0.4487646146E-01  0.1172424378E+00
0.6334116513E+00  0.1048856004E+01  0.2365055757E+00  -.1089339460E-01  0.4698113947E-01  0.1170985319E+00
