0.0000000000E+00  0.1031615106E+01  0.4000000000E+00  0.0000000000E+00  0.0000000000E+00
0.4947103300E-01  0.1031615106E+01  0.3999139610E+00  -.3477722076E-02  0.7319502571E-03
0.9894206599E-01  0.1031615106E+01  0.3996560332E+00  -.6947789520E-02  0.2924921800E-02
0.1484130990E+00  0.1031615106E+01  0.3992267842E+00  -.1040258578E-01  0.6570291039E-02
0.1978841320E+00  0.1031615106E+01  0.3986271562E+00  -.1383457016E-01  0.1165373231E-01
0.2473551650E+00  0.1031615106E+01  0.3978584620E+00  -.1723631499E-01  0.1815528834E-01
0.2968261980E+00  0.1031615106E+01  0.3969223783E+00  -.2060054182E-01  0.2604946889E-01
0.3462972310E+00  0.1031615106E+01  0.3958209376E+00  -.2392015650E-01  0.3530537742E-01
0.3957682640E+00  0.1031615106E+01  0.3945565178E+00  -.2718828270E-01  0.4588686581E-01
0.4452392970E+00  0.1031615106E+01  0.3931318312E+00  -.3039829366E-01  0.5775271670E-01
0.4947103300E+00  0.1031615106E+01  0.3915499110E+00  -.3354384204E-01  0.7085685330E-01
0.5441813630E+00  0.1031615106E+01  0.3898140970E+00  -.3661888745E-01  0.8514857593E-01
0.5936523960E+00  0.1031615106E+01  0.3879280196E+00  -.3961772161E-01  0.1005728247E+00
0.6431234290E+00  0.1031615106E+01  0.3858955830E+00  -.4253499093E-01  0.1170704675E+00
0.6925944620E+00  0.1031615106E+01  0.3837209471E+00  -.4536571631E-01  0.1345786113E+00
0.7425294986E+00  0.1031615106E+01  0.3813861814E+00  -.4813056061E-01  0.1532082584E+00
0.7924645352E+00  0.1031615106E+01  0.3789157617E+00  -.5079825757E-01  0.1727285013E+00
0.8424990312E+00  0.1031615106E+01  0.3763093294E+00  -.5336994982E-01  0.1931064371E+00
0.8925335272E+00  0.1031615106E+01  0.3735768338E+00  -.5583677992E-01  0.2142270264E+00
0.9425680232E+00  0.1031615106E+01  0.3707235983E+00  -.5819575171E-01  0.2360112619E+00
0.9926025192E+00  0.1031615106E+01  0.3677550851E+00  -.6044432065E-01  0.2583785895E+00
0.1042637015E+01  0.1031615106E+01  0.3646768725E+00  -.6258039271E-01  0.2812473523E+00
0.1092671511E+01  0.1031615106E+01  0.3614946323E+00  -.6460232040E-01  0.3045352381E+00
0.1142706007E+01  0.1031615106E+01  0.3582141076E+00  -.6650889583E-01  0.3281597267E+00
0.1192740503E+01  0.1031615106E+01  0.3548410912E+00  -.6829934112E-01  0.3520385329E+00
0.1242774999E+01  0.1031615106E+01  0.3513814044E+00  -.6997329635E-01  0.3760900416E+00
0.1292809495E+01  0.1031615106E+01  0.3478408763E+00  -.7153080513E-01  0.4002337304E+00
0.1342843991E+01  0.1031615106E+01  0.3442253240E+00  -.7297229818E-01  0.4243905769E+00
0.1392878487E+01  0.1031615106E+01  0.3405405337E+00  -.7429857503E-01  0.4484834459E+00
0.1445537820E+01  0.1031615106E+01  0.3365939602E+00  -.7557125474E-01  0.4736888838E+00
0.1498197152E+01  0.1031615106E+01  0.3325836577E+00  -.7671931810E-01  0.4986563499E+00
0.1551838236E+01  0.1031615106E+01  0.3284397997E+00  -.7776284012E-01  0.5237612568E+00
0.1605479321E+01  0.1031615106E+01  0.3242433185E+00  -.7868182874E-01  0.5484546146E+00
0.1659120405E+01  0.1031615106E+01  0.3200008171E+00  -.7947920896E-01  0.5726600150E+00
0.1712761489E+01  0.1031615106E+01  0.3157187335E+00  -.8015820749E-01  0.5963059287E+00
0.1766402574E+01  0.1031615106E+01  0.3114033251E+00  -.8072231842E-01  0.6193259477E+00
0.1820043658E+01  0.1031615106E+01  0.3070606558E+00  -.8117526916E-01  0.6416589730E+00
0.1873684743E+01  0.1031615106E+01  0.3026965836E+00  -.8152098694E-01  0.6632493522E+00
0.1927325827E+01  0.1031615106E+01  0.2983167517E+00  -.8176356602E-01  0.6840469634E+00
0.1980966912E+01  0.1031615106E+01  0.2939265795E+00  -.8190723613E-01  0.7040072517E+00
0.2034607996E+01  0.1031615106E+01  0.2895312568E+00  -.8195633205E-01  0.7230912180E+00
0.2094325929E+01  0.1031615106E+01  0.2846379823E+00  -.8190512436E-01  0.7432655865E+00
0.2154043861E+01  0.1031615106E+01  0.2797509494E+00  -.8174832424E-01  0.7622740936E+00
0.2263345916E+01  0.1031615106E+01  0.2708423425E+00  -.8120828691E-01  0.7939508825E+00
0.2372647970E+01  0.1031615106E+01  0.2620092414E+00  -.8037296918E-01  0.8215061411E+00
0.2481950025E+01  0.1031615106E+01  0.2532818919E+00  -.7927931044E-01  0.8448999284E+00
0.2591252080E+01  0.1031615106E+01  0.2446865729E+00  -.7796287298E-01  0.8641630159E+00
0.2700554134E+01  0.1031615106E+01  0.2362457725E+00  -.7645739121E-01  0.8793871813E+00
0.2809856189E+01  0.1031615106E+01  0.2279784072E+00  -.7479444286E-01  0.8907151703E+00
0.2885851375E+01  0.1031615106E+01  0.2223408949E+00  -.7356099342E-01  0.8963910120E+00
0.2961846562E+01  0.1031615106E+01  0.2167991826E+00  -.7227469713E-01  0.9003427373E+00
0.3032465806E+01  0.1031615106E+01  0.2117386071E+00  -.7103948112E-01  0.9025368031E+00
0.3103085051E+01  0.1031615106E+01  0.2067664245E+00  -.6977235442E-01  0.9033739481E+00
0.3173704295E+01  0.1031615106E+01  0.2018846764E+00  -.6847924561E-01  0.9029220991E+00
0.3244323539E+01  0.1031615106E+01  0.1970950012E+00  -.6716565096E-01  0.9012509184E+00
