0.0000000000E+00  0.9878103112E+00  0.7000000000E+00  0.0000000000E+00  0.0000000000E+00
0.3719639728E-01  0.9878103112E+00  0.6998199714E+00  -.9678449423E-02  0.9054909293E-03
0.7439279455E-01  0.9878103112E+00  0.6992802078E+00  -.1933958470E-01  0.3620018174E-02
0.1115891918E+00  0.9878103112E+00  0.6983816751E+00  -.2896609004E-01  0.8137729668E-02
0.1487855891E+00  0.9878103112E+00  0.6971259835E+00  -.3854064801E-01  0.1444882059E-01
0.1859819864E+00  0.9878103112E+00  0.6955153873E+00  -.4804594281E-01  0.2253945662E-01
0.2231783837E+00  0.9878103112E+00  0.6935527849E+00  -.5746466841E-01  0.3239166734E-01
0.2603747809E+00  0.9878103112E+00  0.6912417177E+00  -.6677954266E-01  0.4398321071E-01
0.2975711782E+00  0.9878103112E+00  0.6885863695E+00  -.7597332888E-01  0.5728741041E-01
0.3347675755E+00  0.9878103112E+00  0.6855915636E+00  -.8502886552E-01  0.7227296855E-01
0.3719639728E+00  0.9878103112E+00  0.6822627601E+00  -.9392910473E-01  0.8890375737E-01
0.4091603700E+00  0.9878103112E+00  0.6786060500E+00  -.1026571601E+00  0.1071385948E+00
0.4463567673E+00  0.9878103112E+00  0.6746281487E+00  -.1111963638E+00  0.1269310100E+00
0.4835531646E+00  0.9878103112E+00  0.6703363866E+00  -.1195303322E+00  0.1482290074E+00
0.5207495619E+00  0.9878103112E+00  0.6657386968E+00  -.1276430405E+00  0.1709748370E+00
0.5579459592E+00  0.9878103112E+00  0.6608436009E+00  -.1355189038E+00  0.1951047834E+00
0.5951423564E+00  0.9878103112E+00  0.6556601904E+00  -.1431428655E+00  0.2205489838E+00
0.6323387537E+00  0.9878103112E+00  0.6501981057E+00  -.1505004892E+00  0.2472312890E+00
0.6695351510E+00  0.9878103112E+00  0.6444675111E+00  -.1575780544E+00  0.2750691794E+00
0.7073904227E+00  0.9878103112E+00  0.6383707336E+00  -.1644801165E+00  0.3044947936E+00
0.7452456945E+00  0.9878103112E+00  0.6320186209E+00  -.1710661041E+00  0.3349247562E+00
0.7838893102E+00  0.9878103112E+00  0.6252835180E+00  -.1774512246E+00  0.3669131579E+00
0.8225329258E+00  0.9878103112E+00  0.6183084479E+00  -.1834838783E+00  0.3997159402E+00
0.8611765415E+00  0.9878103112E+00  0.6111072225E+00  -.1891543906E+00  0.4332060226E+00
0.8998201572E+00  0.9878103112E+00  0.6036940001E+00  -.1944545406E+00  0.4672504973E+00
0.9384637729E+00  0.9878103112E+00  0.5960832271E+00  -.1993776348E+00  0.5017113584E+00
